Time,seq,stamp.secs,stamp.nsecs,frame_id,can_id,type_col_0,type_col_1,type_col_2,type_col_3,value_0,value_1,value_2,value_3
1612174871.0022051,8608,1612174870,851316963,,182,In_Stddev_Lat,In_Stddev_Long,,,3.009999990463257,3.009999990463257,0.0,0.0
1612174871.0083554,8608,1612174870,851316963,,182,In_Stddev_Lat,In_Stddev_Long,,,3.009999990463257,3.009999990463257,0.0,0.0
1612174871.0140934,9051,1612174871,379457,,150,GPS_Height,,,,0.0,0.0,0.0,0.0
1612174871.014551,9051,1612174871,379457,,150,GPS_Height,,,,0.0,0.0,0.0,0.0
1612174871.0177944,9051,1612174871,379457,,150,GPS_Height,,,,0.0,0.0,0.0,0.0
1612174871.0206034,9051,1612174871,379457,,150,GPS_Height,,,,0.0,0.0,0.0,0.0
1612174871.0243845,9055,1612174871,873580,,158,In_Lat_Rel,,,,0.0,0.0,0.0,0.0
1612174871.027639,9056,1612174871,988342,,173,In_VXH,In_VYH,,,0.0,0.0,0.0,0.0
1612174871.0304818,9057,1612174871,1115009,,174,In_VXF,In_VYF,,,0.0,0.0,0.0,0.0
1612174871.0333335,9058,1612174871,1231852,,182,In_Stddev_Lat,In_Stddev_Long,,,3.009999990463257,3.009999990463257,0.0,0.0
1612174871.0785613,9058,1612174871,1231852,,182,In_Stddev_Lat,In_Stddev_Long,,,3.009999990463257,3.009999990463257,0.0,0.0
1612174871.0845802,9252,1612174871,69269065,,140,Sys_Ta,Sys_Temp,Sys_TimeSinceInit,,10000.0,10000.0,10000.0,0.0
1612174871.086253,9253,1612174871,69395412,,141,GPS_Lat,,,,0.0,0.0,0.0,0.0
1612174871.0890048,9254,1612174871,69524927,,142,GPS_Lat_Rel,,,,0.0,0.0,0.0,0.0
1612174871.0925226,9255,1612174871,69823641,,143,GPS_Stddev_Lat,GPS_Stddev_Long,,,0.0,0.0,0.0,0.0
1612174871.095339,9256,1612174871,69859581,,144,GPS_VXF,GPS_VYF,GPS_VZF,,0.0,0.0,0.0,0.0
1612174871.1010315,9257,1612174871,69951493,,145,GPS_Stddev_VXF,GPS_Stddev_VYF,,,0.0,0.0,0.0,0.0
1612174871.1029882,9258,1612174871,70057006,,146,GPS_Time_Millisec,GPS_Time_Week,,,194000.0,194000.0,0.0,0.0
1612174871.1105144,9259,1612174871,70204219,,147,GPS_Aux_Diff_age,GPS_Aux_Sats_Used,,,0.0,0.0,0.0,0.0
1612174871.1116807,9259,1612174871,70204219,,147,GPS_Aux_Diff_age,GPS_Aux_Sats_Used,,,0.0,0.0,0.0,0.0
1612174871.1117022,9261,1612174871,70437327,,150,GPS_Height,,,,0.0,0.0,0.0,0.0
1612174871.1151707,9266,1612174871,71043525,,173,In_VXH,In_VYH,,,0.0,0.0,0.0,0.0
1612174871.1199737,9267,1612174871,71177648,,174,In_VXF,In_VYF,,,0.0,0.0,0.0,0.0
1612174871.1223352,9268,1612174871,71273881,,182,In_Stddev_Lat,In_Stddev_Long,,,3.009999990463257,3.009999990463257,0.0,0.0
1612174871.1639233,9268,1612174871,71273881,,182,In_Stddev_Lat,In_Stddev_Long,,,3.009999990463257,3.009999990463257,0.0,0.0
1612174871.1987703,9268,1612174871,71273881,,182,In_Stddev_Lat,In_Stddev_Long,,,3.009999990463257,3.009999990463257,0.0,0.0
1612174871.2050867,9268,1612174871,71273881,,182,In_Stddev_Lat,In_Stddev_Long,,,3.009999990463257,3.009999990463257,0.0,0.0
1612174871.2174127,9268,1612174871,71273881,,182,In_Stddev_Lat,In_Stddev_Long,,,3.009999990463257,3.009999990463257,0.0,0.0
1612174871.220189,9273,1612174871,78246078,,103,AXB_HR,,,,0.0024999999441206455,0.0,0.0,0.0
1612174871.2202957,9274,1612174871,78352967,,104,AYB_HR,,,,-0.005799999926239252,0.0,0.0,0.0
1612174871.2203283,9275,1612174871,78484211,,105,AZB_HR,,,,1.0011999607086182,0.0,0.0,0.0
1612174871.2203562,9621,1612174871,190405889,,150,GPS_Height,,,,0.0,0.0,0.0,0.0
1612174871.2223523,9621,1612174871,190405889,,150,GPS_Height,,,,0.0,0.0,0.0,0.0
1612174871.2249496,9621,1612174871,190405889,,150,GPS_Height,,,,0.0,0.0,0.0,0.0
1612174871.2276049,9621,1612174871,190405889,,150,GPS_Height,,,,0.0,0.0,0.0,0.0
1612174871.2322447,9625,1612174871,190896748,,158,In_Lat_Rel,,,,0.0,0.0,0.0,0.0
1612174871.2327454,9626,1612174871,191024855,,173,In_VXH,In_VYH,,,0.0,0.0,0.0,0.0
1612174871.2352479,9627,1612174871,191144321,,174,In_VXF,In_VYF,,,0.0,0.0,0.0,0.0
1612174871.2465012,9628,1612174871,191259404,,182,In_Stddev_Lat,In_Stddev_Long,,,3.009999990463257,3.009999990463257,0.0,0.0
1612174871.2799063,9628,1612174871,191259404,,182,In_Stddev_Lat,In_Stddev_Long,,,3.009999990463257,3.009999990463257,0.0,0.0
1612174871.3102689,9628,1612174871,191259404,,182,In_Stddev_Lat,In_Stddev_Long,,,3.009999990463257,3.009999990463257,0.0,0.0
1612174871.3144557,9891,1612174871,280409352,,150,GPS_Height,,,,0.0,0.0,0.0,0.0
1612174871.3171108,9891,1612174871,280409352,,150,GPS_Height,,,,0.0,0.0,0.0,0.0
1612174871.3230865,9891,1612174871,280409352,,150,GPS_Height,,,,0.0,0.0,0.0,0.0
1612174871.3280416,9891,1612174871,280409352,,150,GPS_Height,,,,0.0,0.0,0.0,0.0
1612174871.330876,9895,1612174871,280897843,,158,In_Lat_Rel,,,,0.0,0.0,0.0,0.0
1612174871.332632,9896,1612174871,281078531,,173,In_VXH,In_VYH,,,0.0,0.0,0.0,0.0
1612174871.342211,9897,1612174871,281153193,,174,In_VXF,In_VYF,,,0.0,0.0,0.0,0.0
1612174871.3582704,9898,1612174871,281276564,,182,In_Stddev_Lat,In_Stddev_Long,,,3.009999990463257,3.009999990463257,0.0,0.0
1612174871.3783426,9898,1612174871,281276564,,182,In_Stddev_Lat,In_Stddev_Long,,,3.009999990463257,3.009999990463257,0.0,0.0
1612174871.4137325,9898,1612174871,281276564,,182,In_Stddev_Lat,In_Stddev_Long,,,3.009999990463257,3.009999990463257,0.0,0.0
1612174871.4144557,10189,1612174871,380224653,,147,GPS_Aux_Diff_age,GPS_Aux_Sats_Used,,,0.0,0.0,0.0,0.0
1612174871.4172647,10189,1612174871,380224653,,147,GPS_Aux_Diff_age,GPS_Aux_Sats_Used,,,0.0,0.0,0.0,0.0
1612174871.4199314,10191,1612174871,380481636,,150,GPS_Height,,,,0.0,0.0,0.0,0.0
1612174871.4223945,10191,1612174871,380481636,,150,GPS_Height,,,,0.0,0.0,0.0,0.0
1612174871.4251378,10191,1612174871,380481636,,150,GPS_Height,,,,0.0,0.0,0.0,0.0
1612174871.4302785,10191,1612174871,380481636,,150,GPS_Height,,,,0.0,0.0,0.0,0.0
1612174871.4303029,10195,1612174871,380961550,,158,In_Lat_Rel,,,,0.0,0.0,0.0,0.0
1612174871.4327698,10196,1612174871,381099578,,173,In_VXH,In_VYH,,,0.0,0.0,0.0,0.0
1612174871.435444,10197,1612174871,381212900,,174,In_VXF,In_VYF,,,0.0,0.0,0.0,0.0
1612174871.441483,10198,1612174871,381335631,,182,In_Stddev_Lat,In_Stddev_Long,,,3.009999990463257,3.009999990463257,0.0,0.0
1612174871.441894,10264,1612174871,408308658,,104,AYB_HR,,,,-0.006200000178068876,0.0,0.0,0.0
1612174871.4439766,10265,1612174871,408430589,,105,AZB_HR,,,,1.0008000135421753,0.0,0.0,0.0
1612174871.4470732,10265,1612174871,408430589,,105,AZB_HR,,,,1.0008000135421753,0.0,0.0,0.0
1612174871.4493954,10267,1612174871,408690644,,107,RXH,RYH,,,0.019999999552965164,0.019999999552965164,0.0,0.0
1612174871.4521384,10267,1612174871,408690644,,107,RXH,RYH,,,0.019999999552965164,0.019999999552965164,0.0,0.0
1612174871.4549394,10269,1612174871,408923240,,109,AXH,AYH,,,-0.00039999998989515007,-0.00039999998989515007,0.0,0.0
1612174871.459124,10270,1612174871,409054036,,123,AXH_POI7,AYH_POI7,,,-0.00039999998989515007,-0.00039999998989515007,0.0,0.0
1612174871.46034,10271,1612174871,409173534,,130,Inv_Path_Radius,Side_Slip_Angle,,,0.0,0.0,0.0,0.0
1612174871.4657085,10272,1612174871,409293385,,140,Sys_Ta,Sys_Temp,Sys_TimeSinceInit,,10000.0,10000.0,10000.0,0.0
1612174871.4674833,10273,1612174871,409419540,,141,GPS_Lat,,,,0.0,0.0,0.0,0.0
1612174871.4727595,10341,1612174871,430483087,,150,GPS_Height,,,,0.0,0.0,0.0,0.0
1612174871.4727864,10341,1612174871,430483087,,150,GPS_Height,,,,0.0,0.0,0.0,0.0
1612174871.473879,10341,1612174871,430483087,,150,GPS_Height,,,,0.0,0.0,0.0,0.0
1612174871.4761863,10341,1612174871,430483087,,150,GPS_Height,,,,0.0,0.0,0.0,0.0
1612174871.481073,10345,1612174871,430964537,,158,In_Lat_Rel,,,,0.0,0.0,0.0,0.0
1612174871.4811716,10346,1612174871,431085956,,173,In_VXH,In_VYH,,,0.0,0.0,0.0,0.0
1612174871.486413,10347,1612174871,431224976,,174,In_VXF,In_VYF,,,0.0,0.0,0.0,0.0
1612174871.494709,10348,1612174871,431372701,,182,In_Stddev_Lat,In_Stddev_Long,,,3.009999990463257,3.009999990463257,0.0,0.0
1612174871.5332677,10348,1612174871,431372701,,182,In_Stddev_Lat,In_Stddev_Long,,,3.009999990463257,3.009999990463257,0.0,0.0
1612174871.5715222,10348,1612174871,431372701,,182,In_Stddev_Lat,In_Stddev_Long,,,3.009999990463257,3.009999990463257,0.0,0.0
1612174871.5805771,10348,1612174871,431372701,,182,In_Stddev_Lat,In_Stddev_Long,,,3.009999990463257,3.009999990463257,0.0,0.0
1612174871.5818243,10348,1612174871,431372701,,182,In_Stddev_Lat,In_Stddev_Long,,,3.009999990463257,3.009999990463257,0.0,0.0
1612174871.5846453,10743,1612174871,568204473,,103,AXB_HR,,,,0.0027000000700354576,0.0,0.0,0.0
1612174871.5893018,10744,1612174871,568337925,,104,AYB_HR,,,,-0.005499999970197678,0.0,0.0,0.0
1612174871.5893223,10745,1612174871,568561848,,105,AZB_HR,,,,0.9986000061035156,0.0,0.0,0.0
1612174871.5921223,10745,1612174871,568561848,,105,AZB_HR,,,,0.9986000061035156,0.0,0.0,0.0
