Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,status.status,status.service,latitude,longitude,altitude,position_covariance_0,position_covariance_1,position_covariance_2,position_covariance_3,position_covariance_4,position_covariance_5,position_covariance_6,position_covariance_7,position_covariance_8,position_covariance_type
1612180276.0541818,1,1612180275,938727171,,0,0,48.5999963,7.900003099999999,-0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1612180276.062574,2,1612180275,938727171,,0,0,48.5999963,7.900003099999999,-0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1612180276.066426,3,1612180275,938727171,,0,0,48.5999963,7.900003099999999,-0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1612180276.0689,4,1612180275,938727171,,0,0,48.5999963,7.900003099999999,-0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1612180276.0717835,5,1612180275,938727171,,0,0,48.5999963,7.900003099999999,-0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1612180276.0809548,6,1612180276,48697810,,0,0,48.5999963,7.900003099999999,-0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1612180276.081201,7,1612180276,48697810,,0,0,48.5999963,7.900003099999999,-0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1612180276.0830972,8,1612180276,48697810,,0,0,48.5999963,7.900003099999999,-0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1612180276.0840876,9,1612180276,48697810,,0,0,48.5999963,7.900003099999999,-0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1612180276.087108,10,1612180276,48697810,,0,0,48.5999963,7.900003099999999,-0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1612180276.1243,11,1612180276,48697810,,0,0,48.5999963,7.900003099999999,-0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1612180276.1555,12,1612180276,48697810,,0,0,48.5999963,7.900003099999999,-0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1612180276.1598709,13,1612180276,48697810,,0,0,48.5999963,7.900003099999999,-0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1612180276.1626897,14,1612180276,48697810,,0,0,48.5999963,7.900003099999999,-0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1612180276.1655614,15,1612180276,48697810,,0,0,48.5999963,7.900003099999999,-0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1612180276.1746817,16,1612180276,128731368,,0,0,48.5999963,7.900003099999999,-0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1612180276.1777678,17,1612180276,128731368,,0,0,48.5999963,7.900003099999999,-0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1612180276.1778214,18,1612180276,128731368,,0,0,48.5999963,7.900003099999999,-0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
