Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,orientation.x,orientation.y,orientation.z,orientation.w,orientation_covariance_0,orientation_covariance_1,orientation_covariance_2,orientation_covariance_3,orientation_covariance_4,orientation_covariance_5,orientation_covariance_6,orientation_covariance_7,orientation_covariance_8,angular_velocity.x,angular_velocity.y,angular_velocity.z,angular_velocity_covariance_0,angular_velocity_covariance_1,angular_velocity_covariance_2,angular_velocity_covariance_3,angular_velocity_covariance_4,angular_velocity_covariance_5,angular_velocity_covariance_6,angular_velocity_covariance_7,angular_velocity_covariance_8,linear_acceleration.x,linear_acceleration.y,linear_acceleration.z,linear_acceleration_covariance_0,linear_acceleration_covariance_1,linear_acceleration_covariance_2,linear_acceleration_covariance_3,linear_acceleration_covariance_4,linear_acceleration_covariance_5,linear_acceleration_covariance_6,linear_acceleration_covariance_7,linear_acceleration_covariance_8
1612180276.0623088,1,0,0,,-0.1977182024354982,0.25088947048438776,-0.13582350733580634,-0.937824056463012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0056,-0.008400000000000001,1.0032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1612180276.0663726,2,0,0,,-0.1977182024354982,0.25088947048438776,-0.13582350733580634,-0.937824056463012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0056,-0.008400000000000001,1.0032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1612180276.0688517,3,0,0,,-0.1977182024354982,0.25088947048438776,-0.13582350733580634,-0.937824056463012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0056,-0.008400000000000001,1.0032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1612180276.072698,4,0,0,,-0.1977182024354982,0.25088947048438776,-0.13582350733580634,-0.937824056463012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0056,-0.008400000000000001,1.0032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1612180276.0807748,5,0,0,,-0.1977182024354982,0.25088947048438776,-0.13582350733580634,-0.937824056463012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0056,-0.008400000000000001,1.0032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1612180276.0810707,6,0,0,,-0.1977182024354982,0.25088947048438776,-0.13582350733580634,-0.937824056463012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0056,-0.008400000000000001,1.0032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1612180276.0810971,7,0,0,,-0.1977182024354982,0.25088947048438776,-0.13582350733580634,-0.937824056463012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0056,-0.008400000000000001,1.0032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1612180276.083837,8,0,0,,-0.1977182024354982,0.25088947048438776,-0.13582350733580634,-0.937824056463012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0056,-0.008400000000000001,1.0032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1612180276.086621,9,0,0,,-0.1977182024354982,0.25088947048438776,-0.13582350733580634,-0.937824056463012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0056,-0.008400000000000001,1.0032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1612180276.1246514,10,0,0,,-0.1977182024354982,0.25088947048438776,-0.13582350733580634,-0.937824056463012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0056,-0.008400000000000001,1.0032,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
