Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,status.status,status.service,latitude,longitude,altitude,position_covariance_0,position_covariance_1,position_covariance_2,position_covariance_3,position_covariance_4,position_covariance_5,position_covariance_6,position_covariance_7,position_covariance_8,position_covariance_type
1610059931.145102,2907,1608659050,745634240,,0,0,48.4575271,7.9420578,165.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1610059931.1451337,2908,1608659050,745634240,,0,0,48.4575271,7.9420578,165.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1610059931.1570306,2271,1608659006,0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1610059931.1691904,2272,1608659006,0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1610059931.1874852,2909,1608659050,745634240,,0,0,48.4575271,7.9420578,165.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1610059931.1941981,2273,1608659006,0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1610059931.1947036,2274,1608659006,0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1610059931.1947823,2275,1608659006,0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1610059931.2060843,2276,1608659006,0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1610059931.2177176,2910,1608659050,745634240,,0,0,48.4575271,7.9420578,165.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1610059931.2201426,2277,1608659006,0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1610059931.2243707,2911,1608659050,745634240,,0,0,48.4575271,7.9420578,165.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1610059931.227846,2912,1608659050,745634240,,0,0,48.4575271,7.9420578,165.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1610059931.2311108,2913,1608659050,745634240,,0,0,48.4575271,7.9420578,165.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1610059931.2360969,2278,1608659006,0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1610059931.2390785,2914,1608659050,745634240,,0,0,48.4575271,7.9420578,165.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1610059931.239138,2915,1608659050,745634240,,0,0,48.4575271,7.9420578,165.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1610059931.2396321,2916,1608659050,745634240,,0,0,48.4575271,7.9420578,165.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1610059931.2448986,2917,1608659050,745634240,,0,0,48.4575271,7.9420578,165.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1610059931.2463365,2918,1608659050,745634240,,0,0,48.4575271,7.9420578,165.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1610059931.248366,2279,1608659006,0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1610059931.2513537,2919,1608659050,745634240,,0,0,48.4575271,7.9420578,165.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1610059931.2543087,2920,1608659050,745634240,,0,0,48.4575271,7.9420578,165.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1610059931.258413,2921,1608659050,745634240,,0,0,48.4575271,7.9420578,165.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1610059931.2613363,2922,1608659050,745634240,,0,0,48.4575271,7.9420578,165.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1610059931.2655768,2923,1608659050,745634240,,0,0,48.4575271,7.9420578,165.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1610059931.2689533,2924,1608659050,745634240,,0,0,48.4575271,7.9420578,165.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1610059931.2721405,2925,1608659050,745634240,,0,0,48.4575271,7.9420578,165.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1610059931.2743351,2926,1608659050,745634240,,0,0,48.4575271,7.9420578,165.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1610059931.2779975,2927,1608659050,745634240,,0,0,48.4575271,7.9420578,165.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1610059931.2806392,2928,1608659050,745634240,,0,0,48.4575271,7.9420578,165.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1610059931.284946,2929,1608659051,25632574,,0,0,48.457526699999995,7.9420589999999995,165.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1610059931.2872722,2280,1608659006,0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1610059931.2882428,2930,1608659051,25632574,,0,0,48.457526699999995,7.9420589999999995,165.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1610059931.2889566,2281,1608659006,0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1610059931.2912836,2931,1608659051,25632574,,0,0,48.457526699999995,7.9420589999999995,165.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1610059931.2942657,2932,1608659051,25632574,,0,0,48.457526699999995,7.9420589999999995,165.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1610059931.296921,2933,1608659051,25632574,,0,0,48.457526699999995,7.9420589999999995,165.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1610059931.335491,2282,1608659006,0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1610059931.341547,2934,1608659051,25632574,,0,0,48.457526699999995,7.9420589999999995,165.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1610059931.3543925,2283,1608659006,0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1610059931.366082,2284,1608659006,0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1610059931.3724537,2935,1608659051,25632574,,0,0,48.457526699999995,7.9420589999999995,165.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1610059931.3780465,2285,1608659006,0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1610059931.382805,2936,1608659051,25632574,,0,0,48.457526699999995,7.9420589999999995,165.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1610059931.38564,2937,1608659051,25632574,,0,0,48.457526699999995,7.9420589999999995,165.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1610059931.389035,2938,1608659051,25632574,,0,0,48.457526699999995,7.9420589999999995,165.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1610059931.3895252,2286,1608659006,0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1610059931.3934822,2939,1608659051,25632574,,0,0,48.457526699999995,7.9420589999999995,165.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1610059931.3961024,2940,1608659051,25632574,,0,0,48.457526699999995,7.9420589999999995,165.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1610059931.3983858,2941,1608659051,25632574,,0,0,48.457526699999995,7.9420589999999995,165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1610059931.4015348,2942,1608659051,25632574,,0,0,48.457526699999995,7.9420589999999995,165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1610059931.4046214,2943,1608659051,135690056,,0,0,48.4575266,7.942058599999999,165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1610059931.4075117,2944,1608659051,135690056,,0,0,48.4575266,7.942058599999999,165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1610059931.4082763,2287,1608659006,0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1610059931.4107063,2945,1608659051,135690056,,0,0,48.4575266,7.942058599999999,165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1610059931.4143736,2946,1608659051,135690056,,0,0,48.4575266,7.942058599999999,165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1610059931.417126,2947,1608659051,135690056,,0,0,48.4575266,7.942058599999999,165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1610059931.4206686,2288,1608659006,0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1610059931.4353716,2289,1608659006,0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1610059931.449026,2290,1608659006,0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1610059931.4607296,2948,1608659051,135690056,,0,0,48.4575266,7.942058599999999,165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1610059931.4631522,2291,1608659006,0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1610059931.465037,2949,1608659051,135690056,,0,0,48.4575266,7.942058599999999,165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1610059931.4683778,2950,1608659051,135690056,,0,0,48.4575266,7.942058599999999,165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1610059931.471794,2951,1608659051,135690056,,0,0,48.4575266,7.942058599999999,165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1610059931.4762094,2952,1608659051,135690056,,0,0,48.4575266,7.942058599999999,165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1610059931.4774,2292,1608659006,0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1610059931.4788814,2953,1608659051,135690056,,0,0,48.4575266,7.942058599999999,165.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1610059931.4797034,2293,1608659006,0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1610059931.4830153,2954,1608659051,135690056,,0,0,48.4575266,7.942058599999999,164.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1610059931.4844735,2955,1608659051,135690056,,0,0,48.4575266,7.942058599999999,164.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1610059931.4872828,2956,1608659051,215787869,,0,0,48.4575266,7.942057999999999,164.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1610059931.489764,2957,1608659051,215787869,,0,0,48.4575266,7.942057999999999,164.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1610059931.49138,2294,1608659006,0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1610059931.4941585,2958,1608659051,215787869,,0,0,48.4575266,7.942057999999999,164.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1610059931.5018237,2959,1608659051,215787869,,0,0,48.4575266,7.942057999999999,164.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1610059931.5024188,2960,1608659051,215787869,,0,0,48.4575266,7.942057999999999,164.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1610059931.5024784,2961,1608659051,215787869,,0,0,48.4575266,7.942057999999999,164.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1610059931.5050964,2295,1608659006,0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1610059931.5147684,2962,1608659051,215787869,,0,0,48.4575266,7.942057999999999,164.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1610059931.517482,2963,1608659051,215787869,,0,0,48.4575266,7.942057999999999,164.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1610059931.5175095,2964,1608659051,215787869,,0,0,48.4575266,7.942057999999999,164.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1610059931.5181189,2296,1608659006,0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1610059931.5220351,2965,1608659051,215787869,,0,0,48.4575266,7.942057999999999,164.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1610059931.522812,2966,1608659051,215787869,,0,0,48.4575266,7.942057999999999,164.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1610059931.5228782,2967,1608659051,215787869,,0,0,48.4575266,7.942057999999999,164.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1610059931.5229275,2968,1608659051,215787869,,0,0,48.4575266,7.942057999999999,164.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1610059931.5289574,2969,1608659051,265891896,,0,0,48.4575266,7.942057699999999,164.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1610059931.5292528,2970,1608659051,265891896,,0,0,48.4575266,7.942057699999999,164.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1610059931.5349076,2297,1608659006,0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1610059931.5384755,2971,1608659051,265891896,,0,0,48.4575266,7.942057699999999,164.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1610059931.5474834,2972,1608659051,265891896,,0,0,48.4575266,7.942057699999999,164.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1610059931.5490189,2298,1608659006,0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1610059931.557505,2973,1608659051,265891896,,0,0,48.4575266,7.942057699999999,164.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1610059931.562166,2299,1608659006,0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1610059931.5754414,2300,1608659006,0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1610059931.5846415,2974,1608659051,265891896,,0,0,48.4575266,7.942057699999999,164.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1610059931.5921416,2301,1608659006,0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1610059931.6046178,2302,1608659006,0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1610059931.6132698,2303,1608659006,0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1610059931.6162345,2975,1608659051,265891896,,0,0,48.4575266,7.942057699999999,164.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1610059931.6226962,2976,1608659051,265891896,,0,0,48.4575266,7.942057699999999,164.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1610059931.6261895,2977,1608659051,265891896,,0,0,48.4575266,7.942057699999999,164.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1610059931.6262434,2304,1608659006,0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1610059931.628417,2305,1608659006,0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1610059931.6375618,2978,1608659051,265891896,,0,0,48.4575266,7.942057699999999,164.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1610059931.6388454,2979,1608659051,265891896,,0,0,48.4575266,7.942057699999999,164.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1610059931.6388726,2980,1608659051,265891896,,0,0,48.4575266,7.942057699999999,164.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1610059931.6401596,2306,1608659006,0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1610059931.6411686,2981,1608659051,265891896,,0,0,48.4575266,7.942057699999999,164.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1610059931.6421475,2982,1608659051,365814844,,0,0,48.457526699999995,7.9420576,164.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1610059931.6471562,2983,1608659051,365814844,,0,0,48.457526699999995,7.9420576,164.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1610059931.6534686,2984,1608659051,365814844,,0,0,48.457526699999995,7.9420576,164.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1610059931.655339,2985,1608659051,365814844,,0,0,48.457526699999995,7.9420576,164.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1610059931.6555777,2307,1608659006,0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1610059931.662014,2986,1608659051,365814844,,0,0,48.457526699999995,7.9420576,164.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1610059931.6694279,2308,1608659006,0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1610059931.6856499,2309,1608659006,0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1610059931.6960459,2987,1608659051,365814844,,0,0,48.457526699999995,7.9420576,164.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1610059931.7107294,2310,1608659006,0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1610059931.7279024,2988,1608659051,365814844,,0,0,48.457526699999995,7.9420576,164.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1610059931.7299397,2311,1608659006,0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1610059931.7315028,2989,1608659051,465808580,,0,0,48.4575268,7.9420573999999995,164.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1610059931.7353039,2990,1608659051,465808580,,0,0,48.4575268,7.9420573999999995,164.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1610059931.738268,2991,1608659051,465808580,,0,0,48.4575268,7.9420573999999995,164.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1610059931.7423995,2992,1608659051,465808580,,0,0,48.4575268,7.9420573999999995,164.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1610059931.7465336,2993,1608659051,465808580,,0,0,48.4575268,7.9420573999999995,164.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1610059931.7729192,2312,1608659006,0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1610059931.7873847,2994,1608659051,465808580,,0,0,48.4575268,7.9420573999999995,164.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1610059931.7930834,2313,1608659006,0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1610059931.8067951,2314,1608659006,0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1610059931.8175893,2315,1608659006,0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1610059931.8177948,2995,1608659051,465808580,,0,0,48.4575268,7.9420573999999995,164.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1610059931.8238482,2996,1608659051,465808580,,0,0,48.4575268,7.9420573999999995,164.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1610059931.8279142,2997,1608659051,465808580,,0,0,48.4575268,7.9420573999999995,164.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1610059931.8308542,2998,1608659051,465808580,,0,0,48.4575268,7.9420573999999995,164.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1610059931.831008,2316,1608659006,0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1610059931.8402088,2999,1608659051,465808580,,0,0,48.4575268,7.9420573999999995,164.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1610059931.8411613,3000,1608659051,465808580,,0,0,48.4575268,7.9420573999999995,164.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1610059931.8455768,2317,1608659006,0,,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
